Season,Squad,Comp,Country,Name,ID,Birth Year,Nation,CountryName,LgRank,MP,Gls
2021-2022,Nantes,1. Ligue 1,fr FRA,Quentin-Merlin,0bfca6a1,1984,ESP,Spain,9th,28,2
2022-2023,Nantes,1. Ligue 1,fr FRA,Quentin-Merlin,0bfca6a1,1984,ESP,Spain,19th,8,0
2019-2020,Greuther Fürth,2. 2. Bundesliga,de GER,Marco-Meyerhofer,0b104510,1987,FRA,France,9th,20,0
2020-2021,Greuther Fürth,2. 2. Bundesliga,de GER,Marco-Meyerhofer,0b104510,1987,FRA,France,2nd,33,0
2021-2022,Greuther Fürth,1. Bundesliga,de GER,Marco-Meyerhofer,0b104510,1987,FRA,France,18th,26,1
2019,Sport Recife,2. Série B,br BRA,Mikael,33502726,1980,FRA,France,2nd,0,
2020,Confiança,2. Série B,br BRA,Mikael,33502726,1980,FRA,France,15th,4,0
2020,Sport Recife,1. Série A,br BRA,Mikael,33502726,1980,FRA,France,15th,14,1
2021,Sport Recife,1. Série A,br BRA,Mikael,33502726,1980,FRA,France,19th,33,8
2021-2022,Salernitana,1. Serie A,it ITA,Mikael,33502726,1980,FRA,France,17th,7,0
2022,Internacional,1. Série A,br BRA,Mikael,33502726,1980,FRA,France,2nd,0,
2021-2022,Venezia,1. Serie A,it ITA,Hilmir-Mikaelsson,5add9b29,1986,COL,Colombia,20th,1,0
2022-2023,Venezia,2. Serie B,it ITA,Hilmir-Mikaelsson,5add9b29,1986,COL,Colombia,16th,0,
2020-2021,Metz,1. Ligue 1,fr FRA,William-Mikelbrencis,14df1d7f,1975,ESP,Spain,10th,0,
2021-2022,Metz,1. Ligue 1,fr FRA,William-Mikelbrencis,14df1d7f,1975,ESP,Spain,19th,9,0
2022-2023,Metz,2. Ligue 2,fr FRA,William-Mikelbrencis,14df1d7f,1975,ESP,Spain,10th,5,1
2022-2023,Hamburger SV,2. 2. Bundesliga,de GER,William-Mikelbrencis,14df1d7f,1975,ESP,Spain,1st,1,0
2021-2022,Juventus,1. Serie A,it ITA,Fabio-Miretti,34693494,1989,AUT,Austria,4th,6,0
2022-2023,Juventus,1. Serie A,it ITA,Fabio-Miretti,34693494,1989,AUT,Austria,8th,9,0
2012-2013,Pro Vercelli,2. Serie B,it ITA,Marco-Modolo,fdcdb521,1980,NOR,Norway,21st,18,2
2014-2015,Carpi,2. Serie B,it ITA,Marco-Modolo,fdcdb521,1980,NOR,Norway,1st,3,0
2017-2018,Venezia,2. Serie B,it ITA,Marco-Modolo,fdcdb521,1980,NOR,Norway,5th,36,3
2018-2019,Venezia,2. Serie B,it ITA,Marco-Modolo,fdcdb521,1980,NOR,Norway,15th,32,2
2019-2020,Venezia,2. Serie B,it ITA,Marco-Modolo,fdcdb521,1980,NOR,Norway,11th,32,1
2020-2021,Venezia,2. Serie B,it ITA,Marco-Modolo,fdcdb521,1980,NOR,Norway,5th,27,1
2021-2022,Venezia,1. Serie A,it ITA,Marco-Modolo,fdcdb521,1980,NOR,Norway,20th,6,0
2022-2023,Venezia,2. Serie B,it ITA,Marco-Modolo,fdcdb521,1980,NOR,Norway,16th,4,0
2018-2019,Chelsea,Jr. PL2 — Div. 1,eng ENG,Clinton-Mola,29ddfb9c,1980,MTQ,Martinique,6th,3,0
2019-2020,Chelsea,Jr. PL2 — Div. 1,eng ENG,Clinton-Mola,29ddfb9c,1980,MTQ,Martinique,1st,14,3
2019-2020,Stuttgart,2. 2. Bundesliga,de GER,Clinton-Mola,29ddfb9c,1980,MTQ,Martinique,2nd,8,0
2020-2021,Stuttgart,1. Bundesliga,de GER,Clinton-Mola,29ddfb9c,1980,MTQ,Martinique,9th,0,
2021-2022,Stuttgart,1. Bundesliga,de GER,Clinton-Mola,29ddfb9c,1980,MTQ,Martinique,15th,3,0
2022-2023,Stuttgart,1. Bundesliga,de GER,Clinton-Mola,29ddfb9c,1980,MTQ,Martinique,17th,1,0
2022-2023,Blackburn Rovers FC U21,Jr. PL2 — Div. 1,eng ENG,Clinton-Mola,29ddfb9c,1980,MTQ,Martinique,9th,1,0
2022-2023,Blackburn,2. Championship,eng ENG,Clinton-Mola,29ddfb9c,1980,MTQ,Martinique,7th,2,0
2017-2018,Barcelona B,2. Segunda División,es ESP,Monchu,8ac501f5,1978,ITA,Italy,20th,0,
2019-2020,Barcelona,1. La Liga,es ESP,Monchu,8ac501f5,1978,ITA,Italy,2nd,0,
2020-2021,Girona,2. Segunda División,es ESP,Monchu,8ac501f5,1978,ITA,Italy,5th,39,3
2021-2022,Granada,1. La Liga,es ESP,Monchu,8ac501f5,1978,ITA,Italy,18th,14,0
2021-2022,Valladolid,2. Segunda División,es ESP,Monchu,8ac501f5,1978,ITA,Italy,2nd,15,2
2022-2023,Valladolid,1. La Liga,es ESP,Monchu,8ac501f5,1978,ITA,Italy,13th,7,1
2015,River Plate,1. Primera Div,ar ARG,Gonzalo-Montiel,374d5158,1981,RUS,Russia,9th,0,
2016,River Plate,1. Primera Div,ar ARG,Gonzalo-Montiel,374d5158,1981,RUS,Russia,9th,1,0
2016-2017,River Plate,1. Primera Div,ar ARG,Gonzalo-Montiel,374d5158,1981,RUS,Russia,2nd,4,0
2017-2018,River Plate,1. Primera Div,ar ARG,Gonzalo-Montiel,374d5158,1981,RUS,Russia,8th,15,0
2018-2019,River Plate,1. Primera Div,ar ARG,Gonzalo-Montiel,374d5158,1981,RUS,Russia,4th,12,0
2019-2020,River Plate,1. Primera Div,ar ARG,Gonzalo-Montiel,374d5158,1981,RUS,Russia,2nd,19,0
2021,River Plate,1. Primera Div,ar ARG,Gonzalo-Montiel,374d5158,1981,RUS,Russia,1st,4,0
2021-2022,Sevilla,1. La Liga,es ESP,Gonzalo-Montiel,374d5158,1981,RUS,Russia,4th,18,1
2022-2023,Sevilla,1. La Liga,es ESP,Gonzalo-Montiel,374d5158,1981,RUS,Russia,18th,3,0
2020-2021,Liverpool,Jr. PL2 — Div. 1,eng ENG,Tyler-Morton,2bc28bb9,1982,ESP,Spain,7th,14,5
2021-2022,Liverpool,Jr. PL2 — Div. 1,eng ENG,Tyler-Morton,2bc28bb9,1982,ESP,Spain,4th,20,1
2021-2022,Liverpool,1. Premier League,eng ENG,Tyler-Morton,2bc28bb9,1982,ESP,Spain,2nd,2,0
2022-2023,Blackburn,2. Championship,eng ENG,Tyler-Morton,2bc28bb9,1982,ESP,Spain,7th,13,0
2021-2022,Valencia,1. La Liga,es ESP,Cristhian-Mosquera,dc1ce4f5,1986,ESP,Spain,9th,6,0
2022-2023,Valencia,1. La Liga,es ESP,Cristhian-Mosquera,dc1ce4f5,1986,ESP,Spain,7th,2,0
2021-2022,Salernitana,1. Serie A,it ITA,Andrei-Motoc,b64073a0,1978,GER,Germany,17th,1,0
2022-2023,Salernitana,1. Serie A,it ITA,Andrei-Motoc,b64073a0,1978,GER,Germany,11th,0,
2021-2022,Lorient,1. Ligue 1,fr FRA,Baptiste-Mouazan,81ac108d,1988,GHA,Ghana,16th,3,0
2017-2018,Sunderland,2. Championship,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,24th,1,0
2017-2018,Sunderland,Jr. PL2 — Div. 1,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,11th,5,0
2018-2019,Sunderland,3. League One,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,5th,4,0
2018-2019,Sunderland,Jr. PL2 — Div. 2,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,12th,13,0
2019-2020,Sunderland,Jr. PL2 — Div. 2,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,12th,17,0
2020-2021,Norwich City,2. Championship,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,1st,4,0
2020-2021,Norwich City,Jr. PL2 — Div. 2,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,11th,3,0
2021-2022,Norwich City,1. Premier League,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,20th,1,0
2021-2022,Norwich City,Jr. PL2 — Div. 2,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,5th,3,1
2021-2022,P'borough Utd,2. Championship,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,22nd,10,0
2022-2023,Plymouth Argyle,3. League One,eng ENG,Bali-Mumba,2d760d7b,1989,ESP,Spain,1st,12,2
2021-2022,Bordeaux,1. Ligue 1,fr FRA,Junior-Mwanga,ee158be5,1984,CMR,Cameroon,20th,1,0
2022-2023,Bordeaux,2. Ligue 2,fr FRA,Junior-Mwanga,ee158be5,1984,CMR,Cameroon,1st,8,0
2017-2018,RB Salzburg,1. Bundesliga,at AUT,Enock-Mwepu,1d5cab82,1980,BRA,Brazil,1st,8,1
2018-2019,RB Salzburg,1. Bundesliga,at AUT,Enock-Mwepu,1d5cab82,1980,BRA,Brazil,1st,19,1
2019-2020,RB Salzburg,1. Bundesliga,at AUT,Enock-Mwepu,1d5cab82,1980,BRA,Brazil,1st,25,4
2020-2021,RB Salzburg,1. Bundesliga,at AUT,Enock-Mwepu,1d5cab82,1980,BRA,Brazil,1st,29,5
2021-2022,Brighton,Jr. PL2 — Div. 1,eng ENG,Enock-Mwepu,1d5cab82,1980,BRA,Brazil,10th,1,0
2021-2022,Brighton,1. Premier League,eng ENG,Enock-Mwepu,1d5cab82,1980,BRA,Brazil,9th,18,2
2022-2023,Brighton,1. Premier League,eng ENG,Enock-Mwepu,1d5cab82,1980,BRA,Brazil,7th,6,0
2017-2018,Dynamo Kyiv,1. Premier League,ua UKR,Vitaliy-Mykolenko,30d4a2e5,1987,ITA,Italy,2nd,5,0
2018-2019,Dynamo Kyiv,1. Premier League,ua UKR,Vitaliy-Mykolenko,30d4a2e5,1987,ITA,Italy,2nd,23,0
2019-2020,Dynamo Kyiv,1. Premier League,ua UKR,Vitaliy-Mykolenko,30d4a2e5,1987,ITA,Italy,2nd,23,3
2020-2021,Dynamo Kyiv,1. Premier League,ua UKR,Vitaliy-Mykolenko,30d4a2e5,1987,ITA,Italy,1st,22,2
2021-2022,Dynamo Kyiv,1. Premier League,ua UKR,Vitaliy-Mykolenko,30d4a2e5,1987,ITA,Italy,2nd,15,0
2021-2022,Everton,1. Premier League,eng ENG,Vitaliy-Mykolenko,30d4a2e5,1987,ITA,Italy,16th,13,1
2022-2023,Everton,1. Premier League,eng ENG,Vitaliy-Mykolenko,30d4a2e5,1987,ITA,Italy,12th,9,0
2021-2022,Troyes,1. Ligue 1,fr FRA,Eric-NJo,b85e57bb,1989,GAB,Gabon,15th,2,0
2022-2023,Troyes,1. Ligue 1,fr FRA,Eric-NJo,b85e57bb,1989,GAB,Gabon,12th,0,
2015-2016,Bourg-Péronnas,2. Ligue 2,fr FRA,Vital-NSimba,249ac66d,1978,FRA,France,11th,33,0
2016-2017,Bourg-Péronnas,2. Ligue 2,fr FRA,Vital-NSimba,249ac66d,1978,FRA,France,15th,32,0
2017-2018,Bourg-Péronnas,2. Ligue 2,fr FRA,Vital-NSimba,249ac66d,1978,FRA,France,18th,27,1
2018-2019,Clermont Foot,2. Ligue 2,fr FRA,Vital-NSimba,249ac66d,1978,FRA,France,10th,29,0
2019-2020,Clermont Foot,2. Ligue 2,fr FRA,Vital-NSimba,249ac66d,1978,FRA,France,5th,27,0
2020-2021,Clermont Foot,2. Ligue 2,fr FRA,Vital-NSimba,249ac66d,1978,FRA,France,2nd,30,0
2021-2022,Clermont Foot,1. Ligue 1,fr FRA,Vital-NSimba,249ac66d,1978,FRA,France,17th,34,1
2022-2023,Bordeaux,2. Ligue 2,fr FRA,Vital-NSimba,249ac66d,1978,FRA,France,1st,4,0
2016-2017,Braga,1. Primeira Liga,pt POR,Loum-Ndiaye,bcfc4473,1983,MTQ,Martinique,5th,0,
2018-2019,Moreirense,1. Primeira Liga,pt POR,Loum-Ndiaye,bcfc4473,1983,MTQ,Martinique,6th,17,3
2018-2019,Porto,1. Primeira Liga,pt POR,Loum-Ndiaye,bcfc4473,1983,MTQ,Martinique,2nd,2,0
2019-2020,Porto,1. Primeira Liga,pt POR,Loum-Ndiaye,bcfc4473,1983,MTQ,Martinique,1st,6,1
2020-2021,Porto,1. Primeira Liga,pt POR,Loum-Ndiaye,bcfc4473,1983,MTQ,Martinique,2nd,3,0
2021-2022,Alavés,1. La Liga,es ESP,Loum-Ndiaye,bcfc4473,1983,MTQ,Martinique,20th,32,2
2022-2023,Reading,2. Championship,eng ENG,Loum-Ndiaye,bcfc4473,1983,MTQ,Martinique,5th,10,0
2018-2019,Mattersburg,1. Bundesliga,at AUT,David-Nemeth,da76715c,1988,BRA,Brazil,8th,1,0
2019-2020,Mattersburg,1. Bundesliga,at AUT,David-Nemeth,da76715c,1988,BRA,Brazil,9th,12,0
2020-2021,Sturm Graz,1. Bundesliga,at AUT,David-Nemeth,da76715c,1988,BRA,Brazil,3rd,28,2
2021-2022,Mainz 05,1. Bundesliga,de GER,David-Nemeth,da76715c,1988,BRA,Brazil,8th,6,0
2022-2023,St. Pauli,2. 2. Bundesliga,de GER,David-Nemeth,da76715c,1988,BRA,Brazil,14th,8,1
2017-2018,Nancy,2. Ligue 2,fr FRA,Aurelien-Nguiamba,de135234,1988,POL,Poland,17th,2,0
2018-2019,Nancy,2. Ligue 2,fr FRA,Aurelien-Nguiamba,de135234,1988,POL,Poland,14th,2,0
2019-2020,Nancy,2. Ligue 2,fr FRA,Aurelien-Nguiamba,de135234,1988,POL,Poland,12th,8,0
2020-2021,Nancy,2. Ligue 2,fr FRA,Aurelien-Nguiamba,de135234,1988,POL,Poland,8th,21,0
2021-2022,Spezia,1. Serie A,it ITA,Aurelien-Nguiamba,de135234,1988,POL,Poland,16th,3,0
2022-2023,Spezia,1. Serie A,it ITA,Aurelien-Nguiamba,de135234,1988,POL,Poland,14th,0,
2016-2017,Valenciennes,2. Ligue 2,fr FRA,Sikou-Niakate,8eef18aa,1979,BRA,Brazil,13th,5,0
2017-2018,Valenciennes,2. Ligue 2,fr FRA,Sikou-Niakate,8eef18aa,1979,BRA,Brazil,13th,24,0
2018-2019,Valenciennes,2. Ligue 2,fr FRA,Sikou-Niakate,8eef18aa,1979,BRA,Brazil,13th,13,0
2019-2020,Guingamp,2. Ligue 2,fr FRA,Sikou-Niakate,8eef18aa,1979,BRA,Brazil,8th,23,1
2020-2021,Guingamp,2. Ligue 2,fr FRA,Sikou-Niakate,8eef18aa,1979,BRA,Brazil,9th,31,1
2021-2022,Metz,1. Ligue 1,fr FRA,Sikou-Niakate,8eef18aa,1979,BRA,Brazil,19th,12,0
2022-2023,Braga,1. Primeira Liga,pt POR,Sikou-Niakate,8eef18aa,1979,BRA,Brazil,3rd,7,1
2016,Bodø/Glimt,1. Tippeligaen,no NOR,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,15th,27,0
2017,Molde,1. Eliteserien,no NOR,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,2nd,5,0
2018,Molde,1. Eliteserien,no NOR,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,2nd,10,1
2018-2019,Brighton,Jr. PL2 — Div. 1,eng ENG,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,3rd,11,0
2018-2019,Rostov,1. Premier League,ru RUS,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,9th,9,0
2019-2020,Rostov,1. Premier League,ru RUS,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,5th,23,1
2020-2021,Rostov,1. Premier League,ru RUS,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,9th,15,1
2021-2022,Rostov,1. Premier League,ru RUS,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,9th,4,0
2021-2022,Norwich City,1. Premier League,eng ENG,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,20th,23,1
2022-2023,Dynamo Mosc,1. Premier League,ru RUS,Mathias-Normann,8996350d,1992,CIV,Ivory Coast,9th,4,0
2017-2018,Gladbach U17,Jr. U17 Bundesliga,de GER,Connor-Noss,ccc6d365,1992,ESP,Spain,11th,23,6
2018-2019,M'gladbach U19,Jr. U19 Bundesliga,de GER,Connor-Noss,ccc6d365,1992,ESP,Spain,16th,22,1
2019-2020,M'gladbach U19,Jr. U19 Bundesliga,de GER,Connor-Noss,ccc6d365,1992,ESP,Spain,7th,10,3
2019-2020,M'Gladbach,1. Bundesliga,de GER,Connor-Noss,ccc6d365,1992,ESP,Spain,4th,0,
2021-2022,M'Gladbach,1. Bundesliga,de GER,Connor-Noss,ccc6d365,1992,ESP,Spain,10th,3,0
2022-2023,M'Gladbach,1. Bundesliga,de GER,Connor-Noss,ccc6d365,1992,ESP,Spain,6th,0,
2019-2020,RB Leipzig U17,Jr. U17 Bundesliga,de GER,Hugo-Novoa,5458f670,1991,FRA,France,5th,18,5
2020-2021,RB Leipzig,1. Bundesliga,de GER,Hugo-Novoa,5458f670,1991,FRA,France,2nd,0,
2020-2021,Leipzig U19,Jr. U19 Bundesliga,de GER,Hugo-Novoa,5458f670,1991,FRA,France,2nd,4,1
2021-2022,Leipzig U19,Jr. U19 Bundesliga,de GER,Hugo-Novoa,5458f670,1991,FRA,France,8th,6,8
2021-2022,RB Leipzig,1. Bundesliga,de GER,Hugo-Novoa,5458f670,1991,FRA,France,4th,8,1
2022-2023,RB Leipzig,1. Bundesliga,de GER,Hugo-Novoa,5458f670,1991,FRA,France,11th,4,0
2015-2016,Diósgyőr,1. NB I,hu HUN,Soma-Novothny,6fb91ea9,1988,SWE,Sweden,9th,27,8
2016-2017,Diósgyőr,1. NB I,hu HUN,Soma-Novothny,6fb91ea9,1988,SWE,Sweden,10th,23,4
2017-2018,Újpest,1. NB I,hu HUN,Soma-Novothny,6fb91ea9,1988,SWE,Sweden,3rd,31,17
2018-2019,Újpest,1. NB I,hu HUN,Soma-Novothny,6fb91ea9,1988,SWE,Sweden,5th,23,9
2019-2020,Újpest,1. NB I,hu HUN,Soma-Novothny,6fb91ea9,1988,SWE,Sweden,6th,17,6
2020-2021,Bochum,2. 2. Bundesliga,de GER,Soma-Novothny,6fb91ea9,1988,SWE,Sweden,1st,14,2
2021-2022,Bochum,1. Bundesliga,de GER,Soma-Novothny,6fb91ea9,1988,SWE,Sweden,13th,6,1
2022-2023,Vasas,1. NB I,hu HUN,Soma-Novothny,6fb91ea9,1988,SWE,Sweden,12th,6,0
2019-2020,Fuenlabrada,2. Segunda División,es ESP,Randy-Ntekja,a6103274,1989,BRA,Brazil,8th,38,4
2020-2021,Fuenlabrada,2. Segunda División,es ESP,Randy-Ntekja,a6103274,1989,BRA,Brazil,11th,38,8
2021-2022,Rayo Vallecano,1. La Liga,es ESP,Randy-Ntekja,a6103274,1989,BRA,Brazil,12th,34,3
2022-2023,Rayo Vallecano,1. La Liga,es ESP,Randy-Ntekja,a6103274,1989,BRA,Brazil,10th,4,0
2021-2022,Cagliari,1. Serie A,it ITA,Adam-Obert,aa25ce92,1992,GER,Germany,18th,6,0
2022-2023,Cagliari,2. Serie B,it ITA,Adam-Obert,aa25ce92,1992,GER,Germany,10th,7,0
2010-2011,Dijon,2. Ligue 2,fr FRA,Florent-Ogier,6993927b,1979,SRB,Serbia,3rd,16,0
2015-2016,Bourg-Péronnas,2. Ligue 2,fr FRA,Florent-Ogier,6993927b,1979,SRB,Serbia,11th,28,2
2016-2017,Sochaux,2. Ligue 2,fr FRA,Florent-Ogier,6993927b,1979,SRB,Serbia,12th,36,2
2017-2018,Sochaux,2. Ligue 2,fr FRA,Florent-Ogier,6993927b,1979,SRB,Serbia,10th,32,0
2018-2019,Clermont Foot,2. Ligue 2,fr FRA,Florent-Ogier,6993927b,1979,SRB,Serbia,10th,35,3
2019-2020,Clermont Foot,2. Ligue 2,fr FRA,Florent-Ogier,6993927b,1979,SRB,Serbia,5th,24,2
2020-2021,Clermont Foot,2. Ligue 2,fr FRA,Florent-Ogier,6993927b,1979,SRB,Serbia,2nd,38,0
2021-2022,Clermont Foot,1. Ligue 1,fr FRA,Florent-Ogier,6993927b,1979,SRB,Serbia,17th,30,1
2022-2023,Clermont Foot,1. Ligue 1,fr FRA,Florent-Ogier,6993927b,1979,SRB,Serbia,8th,7,0
2015-2016,Spezia,2. Serie B,it ITA,David-Okereke,d125f22f,1987,FRA,France,7th,3,0
2016-2017,Spezia,2. Serie B,it ITA,David-Okereke,d125f22f,1987,FRA,France,8th,14,0
2017-2018,Spezia,2. Serie B,it ITA,David-Okereke,d125f22f,1987,FRA,France,10th,6,0
2018-2019,Spezia,2. Serie B,it ITA,David-Okereke,d125f22f,1987,FRA,France,6th,30,10
2019-2020,Club Brugge,1. First Division A,be BEL,David-Okereke,d125f22f,1987,FRA,France,1st,22,9
2020-2021,Club Brugge,1. First Division A,be BEL,David-Okereke,d125f22f,1987,FRA,France,1st,25,4
2021-2022,Club Brugge,1. First Division A,be BEL,David-Okereke,d125f22f,1987,FRA,France,2nd,1,0
2021-2022,Venezia,1. Serie A,it ITA,David-Okereke,d125f22f,1987,FRA,France,20th,32,7
2022-2023,Cremonese,1. Serie A,it ITA,David-Okereke,d125f22f,1987,FRA,France,19th,9,2
2019-2020,Köln U19,Jr. U19 Bundesliga,de GER,Mathias-Olesen,86adbcc7,1989,GHA,Ghana,2nd,19,3
2021-2022,Köln,1. Bundesliga,de GER,Mathias-Olesen,86adbcc7,1989,GHA,Ghana,7th,3,0
2022-2023,Köln,1. Bundesliga,de GER,Mathias-Olesen,86adbcc7,1989,GHA,Ghana,9th,3,0
2018-2019,Reading,Jr. PL2 — Div. 2,eng ENG,Michael-Olise,c4486bac,1991,GHA,Ghana,3rd,10,2
2018-2019,Reading,2. Championship,eng ENG,Michael-Olise,c4486bac,1991,GHA,Ghana,20th,4,0
2019-2020,Reading,Jr. PL2 — Div. 2,eng ENG,Michael-Olise,c4486bac,1991,GHA,Ghana,9th,9,4
2019-2020,Reading,2. Championship,eng ENG,Michael-Olise,c4486bac,1991,GHA,Ghana,14th,19,0
2020-2021,Reading,2. Championship,eng ENG,Michael-Olise,c4486bac,1991,GHA,Ghana,7th,44,7
2021-2022,Crystal Palace U23,Jr. PL2 — Div. 1,eng ENG,Michael-Olise,c4486bac,1991,GHA,Ghana,5th,1,0
2021-2022,Crystal Palace,1. Premier League,eng ENG,Michael-Olise,c4486bac,1991,GHA,Ghana,12th,26,2
2022-2023,Crystal Palace,1. Premier League,eng ENG,Michael-Olise,c4486bac,1991,GHA,Ghana,15th,7,0
2014-2015,Valladolid,2. Segunda División,es ESP,Brian-Olivan,a3e4bf46,1988,TOG,Togo,5th,0,
2016-2017,Cádiz,2. Segunda División,es ESP,Brian-Olivan,a3e4bf46,1988,TOG,Togo,5th,0,
2018-2019,Cádiz,2. Segunda División,es ESP,Brian-Olivan,a3e4bf46,1988,TOG,Togo,7th,15,0
2019-2020,Girona,2. Segunda División,es ESP,Brian-Olivan,a3e4bf46,1988,TOG,Togo,5th,10,0
2020-2021,Mallorca,2. Segunda División,es ESP,Brian-Olivan,a3e4bf46,1988,TOG,Togo,2nd,30,0
2021-2022,Mallorca,1. La Liga,es ESP,Brian-Olivan,a3e4bf46,1988,TOG,Togo,16th,28,1
2022-2023,Espanyol,1. La Liga,es ESP,Brian-Olivan,a3e4bf46,1988,TOG,Togo,17th,8,0
2020-2021,Rennes,1. Ligue 1,fr FRA,Warmed-Omari,4534a352,1985,TOG,Togo,6th,0,
2021-2022,Rennes,1. Ligue 1,fr FRA,Warmed-Omari,4534a352,1985,TOG,Togo,4th,34,0
2018-2019,Norwich City,Jr. PL2 — Div. 2,eng ENG,Andrew-Omobamidele,c393a6c4,1990,TUR,Turkey,11th,1,0
2019-2020,Norwich City,Jr. PL2 — Div. 2,eng ENG,Andrew-Omobamidele,c393a6c4,1990,TUR,Turkey,11th,8,0
2020-2021,Norwich City,Jr. PL2 — Div. 2,eng ENG,Andrew-Omobamidele,c393a6c4,1990,TUR,Turkey,11th,15,1
2020-2021,Norwich City,2. Championship,eng ENG,Andrew-Omobamidele,c393a6c4,1990,TUR,Turkey,1st,9,0
2021-2022,Norwich City,1. Premier League,eng ENG,Andrew-Omobamidele,c393a6c4,1990,TUR,Turkey,20th,5,1
2022-2023,Norwich City,2. Championship,eng ENG,Andrew-Omobamidele,c393a6c4,1990,TUR,Turkey,2nd,13,1
2017-2018,Hoffenheim U17,Jr. U17 Bundesliga,de GER,Amadou-Onana,828657ff,1989,ESP,Spain,7th,16,0
2018-2019,Hoffenheim U19,Jr. U19 Bundesliga,de GER,Amadou-Onana,828657ff,1989,ESP,Spain,18th,22,2
2019-2020,Hoffenheim U19,Jr. U19 Bundesliga,de GER,Amadou-Onana,828657ff,1989,ESP,Spain,14th,15,1
2020-2021,Hamburger SV,2. 2. Bundesliga,de GER,Amadou-Onana,828657ff,1989,ESP,Spain,4th,25,2
2021-2022,Lille,1. Ligue 1,fr FRA,Amadou-Onana,828657ff,1989,ESP,Spain,10th,32,1
2022-2023,Everton,1. Premier League,eng ENG,Amadou-Onana,828657ff,1989,ESP,Spain,12th,8,0
2019-2020,Everton,Jr. PL2 — Div. 1,eng ENG,Tyler-Onyango,d86a1f3e,1985,SEN,Senegal,7th,7,0
2020-2021,Everton,Jr. PL2 — Div. 1,eng ENG,Tyler-Onyango,d86a1f3e,1985,SEN,Senegal,5th,17,2
2020-2021,Everton,1. Premier League,eng ENG,Tyler-Onyango,d86a1f3e,1985,SEN,Senegal,10th,0,
2021-2022,Everton,Jr. PL2 — Div. 1,eng ENG,Tyler-Onyango,d86a1f3e,1985,SEN,Senegal,11th,10,0
2021-2022,Everton,1. Premier League,eng ENG,Tyler-Onyango,d86a1f3e,1985,SEN,Senegal,16th,3,0
2022-2023,Burton Albion,3. League One,eng ENG,Tyler-Onyango,d86a1f3e,1985,SEN,Senegal,23rd,5,0
2018-2019,Midtjylland,1. Superliga,dk DEN,Frank-Onyeka,2944f86f,1993,SEN,Senegal,2nd,21,4
2019-2020,Midtjylland,1. Superliga,dk DEN,Frank-Onyeka,2944f86f,1993,SEN,Senegal,1st,32,3
2020-2021,Midtjylland,1. Superliga,dk DEN,Frank-Onyeka,2944f86f,1993,SEN,Senegal,2nd,27,3
2021-2022,Brentford,1. Premier League,eng ENG,Frank-Onyeka,2944f86f,1993,SEN,Senegal,13th,20,0
2022-2023,Brentford,1. Premier League,eng ENG,Frank-Onyeka,2944f86f,1993,SEN,Senegal,11th,6,0
2021-2022,Sevilla,1. La Liga,es ESP,Pedro-Ortiz,f9358b61,1982,NGA,Nigeria,4th,1,0
2021-2022,Cádiz,1. La Liga,es ESP,Milutin-Osmajic,375ed9d7,1986,NED,Netherlands,17th,10,0
2022-2023,FC Vizela,1. Primeira Liga,pt POR,Milutin-Osmajic,375ed9d7,1986,NED,Netherlands,12th,7,1
2016-2017,Bremen U17,Jr. U17 Bundesliga,de GER,Patrick-Osterhage,9662c9ec,1983,FRA,France,1st,25,5
2016-2017,Bremen U19,Jr. U19 Bundesliga,de GER,Patrick-Osterhage,9662c9ec,1983,FRA,France,32nd,0,
2017-2018,Dortmund U19,Jr. U19 Bundesliga,de GER,Patrick-Osterhage,9662c9ec,1983,FRA,France,7th,17,0
2018-2019,Dortmund U19,Jr. U19 Bundesliga,de GER,Patrick-Osterhage,9662c9ec,1983,FRA,France,7th,7,0
2021-2022,Bochum,1. Bundesliga,de GER,Patrick-Osterhage,9662c9ec,1983,FRA,France,13th,13,0
2022-2023,Bochum,1. Bundesliga,de GER,Patrick-Osterhage,9662c9ec,1983,FRA,France,18th,5,0
2016-2017,Köln U17,Jr. U17 Bundesliga,de GER,Tomas-Ostrak,3ba95f20,1989,SVN,Slovenia,9th,20,3
2017-2018,Köln U19,Jr. U19 Bundesliga,de GER,Tomas-Ostrak,3ba95f20,1989,SVN,Slovenia,10th,20,5
