ID,Community,Name,CountryFixed,DOB,Season,Squad,Comp,LgRank,MP,Gls
c665d49f,2,Gregory-Proment,France,1978,13,3,4,"['2nd', '10th', '11th', '12th', '17th', '14th', '16th', '20th', '11th', '18th', '1st', '11th', '15th', '18th']",330,14.0
c66a4010,2,Cyril-Hennion,France,1992,2,1,1,"['17th', '13th']",4,0.0
c67836b8,4,Enrico-Bearzotti,Italy,1996,2,2,2,"['19th', '10th']",7,0.0
c678ddd7,2,Jeanoel-Belocian,France,2005,2,1,1,"['4th', '6th']",1,0.0
c67b3538,3,Jhon-Steven,Colombia,1994,4,4,4,"['19th', '13th', '20th', '15th']",27,3.0
c67cd65c,3,Ruben-Vezo,Portugal,1994,10,4,3,"['7th', '8th', '4th', '12th', '20th', '12th', '4th', '4th', '15th', '12th', '14th', '19th', '17th']",200,4.0
c684d3c9,1,Kean-Bryan,England,1996,6,5,4,"['19th', '21st', '2nd', '23rd', '20th', '9th', '10th']",67,4.0
c6896eab,0,Chris-Lowe,Germany,1989,11,5,5,"['1st', '16th', '3rd', '4th', '4th', '10th', '5th', '16th', '20th', '18th', '1st', '16th']",260,6.0
c68990c2,3,Igor-Martinez,Spain,1989,9,4,2,"['17th', '19th', '6th', '10th', '12th', '19th', '8th', '14th', '9th']",164,10.0
c68da769,0,Rafael-Borre,Colombia,1995,8,4,4,"['4th', '6th', '5th', '8th', '4th', '2nd', '11th', '8th']",152,49.0
c691bfe2,1,Sadio-Mane,Senegal,1992,12,5,3,"['18th', '2nd', '1st', '1st', '7th', '6th', '4th', '4th', '2nd', '1st', '3rd', '2nd', '3rd']",354,147.0
c693347d,4,Andreas-Cornelius,Denmark,1993,12,6,5,"['2nd', '1st', '20th', '2nd', '2nd', '1st', '1st', '7th', '3rd', '14th', '11th', '20th', '1st', '5th', '7th']",274,81.0
c693cf7c,0,Adrian-Ramos,Colombia,1986,14,4,5,"['18th', '1st', '16th', '1st', '11th', '7th', '2nd', '3rd', '20th', '10th', '2nd', '7th', '3rd', '6th', '14th']",364,102.0
c69a3268,2,Jonathan-Ligali,France,1991,5,1,1,"['9th', '7th', '12th', '15th', '6th']",13,0.0
c69ef855,2,Alexis-Blin,France,1996,9,3,4,"['17th', '17th', '13th', '18th', '15th', '19th', '10th', '1st', '16th']",202,4.0
c6ac6579,2,Kostas-Mitroglou,Greece,1988,14,9,6,"['1st', '1st', '2nd', '1st', '10th', '4th', '1st', '19th', '1st', '1st', '1st', '1st', '4th', '5th', '1st', '4th', '3rd']",276,133.0
c6b17f4f,3,Nikola-Vujadinovic,Montenegro,1986,11,8,7,"['18th', '9th', '9th', '4th', '5th', '18th', '19th', '3rd', '8th', '4th', '3rd']",228,21.0
c6be3102,1,Marcus-Hahnemann,United States,1972,14,4,4,"['7th', '5th', '5th', '4th', '9th', '7th', '1st', '8th', '18th', '4th', '15th', '17th', '6th', '1st']",385,0.0
c6c0c0d4,2,Lionel-Cappone,France,1979,11,4,3,"['2nd', '14th', '10th', '7th', '11th', '15th', '20th', '17th', '8th', '13th', '20th']",140,0.0
c6cf860f,0,Hugo-Siquet,Belgium,2002,3,3,3,"['8th', '14th', '11th', '6th', '7th', '2nd']",42,1.0
c6dc9ecd,1,Harry-Wilson,Wales,1997,8,7,4,"['24th', '4th', '3rd', '2nd', '18th', '6th', '18th', '8th', '1st', '9th']",200,68.0
c6dda86e,4,Isaac-Cofie,Ghana,1991,14,8,4,"['9th', '8th', '19th', '3rd', '12th', '14th', '14th', '18th', '16th', '12th', '9th', '4th', '5th', '10th', '17th']",275,7.0
c6e5d20f,2,Thiago-Mendes,Brazil,1992,10,4,2,"['12th', '4th', '10th', '13th', '17th', '2nd', '7th', '4th', '8th', '9th']",265,10.0
c6e6e5d6,3,Cesar-Sanchez,Spain,1971,20,5,1,"['9th', '19th', '18th', '19th', '16th', '7th', '11th', '12th', '8th', '1st', '3rd', '4th', '2nd', '11th', '6th', '18th', '6th', '3rd', '3rd', '18th']",401,0.0
c6e8cf1f,4,Sasa-Lukic,Serbia,1996,9,3,3,"['1st', '2nd', '9th', '15th', '7th', '16th', '17th', '10th', '10th']",186,14.0
c6ed9815,3,Sergio,Spain,1976,15,3,1,"['4th', '10th', '7th', '14th', '9th', '2nd', '3rd', '3rd', '9th', '8th', '13th', '9th', '7th', '10th', '14th']",418,34.0
c6f99e42,4,Dario-Zuparic,Bosnia and Herzegovina,1992,13,4,4,"['4th', '5th', '11th', '15th', '7th', '4th', '20th', '1st', '2nd', '2nd', '3rd', '8th', '5th', '8th']",322,6.0
c7069d87,3,Tonny-Vilhena,Netherlands,1995,12,4,4,"['2nd', '3rd', '2nd', '4th', '3rd', '1st', '4th', '3rd', '3rd', '10th', '4th', '14th', '11th']",291,44.0
c707411f,4,Kostas-Manolas,Greece,1991,15,5,2,"['16th', '4th', '3rd', '5th', '1st', '1st', '2nd', '3rd', '2nd', '3rd', '6th', '7th', '5th', '3rd', '1st', '3rd']",335,15.0
c70b221c,0,Birk-Risa,Norway,1998,7,4,3,"['15th', '5th', '18th', '9th', '4th', '7th', '2nd', '2nd', '1st']",140,6.0
c70e8c98,4,Emiliano-Alfaro,Uruguay,1988,5,4,3,"['4th', '5th', '4th', '7th', '2nd']",54,15.0
c710f7d5,4,Mirko-Valdifiori,Italy,1986,14,6,2,"['15th', '5th', '10th', '9th', '18th', '4th', '2nd', '15th', '2nd', '3rd', '9th', '9th', '13th', '20th', '19th']",344,4.0
c7170b46,1,Caleb-Watts,Australia,2002,5,3,5,"['2nd', '11th', '15th', '13th', '7th', '12th', '24th']",38,2.0
c7174e81,1,Albert-Adomah,Ghana,1987,16,7,3,"['12th', '17th', '21st', '15th', '20th', '24th', '12th', '4th', '2nd', '19th', '13th', '4th', '5th', '5th', '7th', '9th', '11th', '3rd']",597,87.0
c71a187b,4,Leonel-Vangioni,Argentina,1987,10,5,3,"['2nd', '9th', '9th', '6th', '1st', '4th', '14th', '3rd', '2nd', '10th']",137,3.0
c7259b83,4,Rolando-Mandragora,Italy,1997,9,7,2,"['6th', '4th', '1st', '18th', '12th', '13th', '14th', '17th', '10th', '13th']",185,9.0
c730da00,4,Yildirim-Mert-Cetin,Turkey,1997,5,5,2,"['17th', '5th', '10th', '9th', '14th', '16th']",27,1.0
c739b3ad,0,Clemens-Fritz,Germany,1980,13,2,1,"['3rd', '5th', '3rd', '2nd', '10th', '3rd', '13th', '9th', '14th', '12th', '10th', '13th', '8th']",331,7.0
c73ada83,1,Will-Norris,England,1993,9,5,6,"['2nd', '19th', '3rd', '9th', '11th', '1st', '7th', '11th', '17th', '18th']",127,0.0
c7429db3,3,Robert-Ibanez,Spain,1993,9,6,2,"['4th', '17th', '16th', '17th', '12th', '4th', '8th', '5th', '1st', '10th', '3rd', '12th', '10th', '17th']",145,16.0
c74d63ac,4,Antonino-Gallo,Italy,2000,4,1,2,"['18th', '4th', '1st', '16th']",52,1.0
c7526c18,2,Steven-Nzonzi,France,1988,12,6,5,"['10th', '15th', '19th', '13th', '9th', '9th', '7th', '4th', '7th', '6th', '6th', '3rd', '6th']",364,19.0
c756d718,0,Johannes-Wurtz,Germany,1992,12,7,3,"['10th', '14th', '2nd', '14th', '9th', '9th', '6th', '11th', '10th', '5th', '6th', '8th', '3rd']",238,35.0
c75b6a02,4,Andrea-Bertolacci,Italy,1991,14,6,3,"['1st', '17th', '18th', '17th', '14th', '6th', '7th', '6th', '12th', '5th', '15th', '8th', '8th', '14th', '8th']",271,32.0
c75d2fba,1,Morten-Gamst-Pedersen,Norway,1981,20,5,5,"['4th', '14th', '11th', '4th', '15th', '6th', '10th', '7th', '15th', '10th', '15th', '19th', '17th', '7th', '2nd', '1st', '16th', '13th', '11th', '10th', '15th']",493,63.0
c764fa54,1,Ricardo-Fuller,Jamaica,1979,15,9,4,"['5th', '12th', '15th', '5th', '16th', '12th', '8th', '2nd', '12th', '11th', '13th', '14th', '9th', '20th', '22nd', '17th']",433,105.0
c76577a0,2,Cristian-Lopez,Spain,1989,9,10,8,"['20th', '21st', '23rd', '17th', '10th', '4th', '4th', '14th', '13th', '9th', '16th', '3rd', '3rd']",184,49.0
c76a89aa,1,Carlos-Bocanegra,United States,1979,16,7,4,"['2nd', '2nd', '7th', '1st', '9th', '13th', '12th', '16th', '17th', '7th', '9th', '10th', '7th', '2nd', '20th', '18th', '16th']",383,19.0
c76b7567,2,Adrien-Thomasson,France,1993,10,3,1,"['9th', '18th', '14th', '7th', '9th', '11th', '10th', '15th', '6th', '14th']",258,37.0
c76c717c,1,Brad-Smith,Australia,1994,11,6,4,"['2nd', '4th', '8th', '9th', '12th', '4th', '4th', '5th', '7th', '3rd', '14th']",99,3.0
c77a8043,3,Antonio-Puertas,Spain,1992,8,2,2,"['18th', '15th', '10th', '2nd', '7th', '9th', '18th', '10th']",220,34.0
c77be0cf,4,Pedro-Pereira,Portugal,1998,8,6,4,"['15th', '10th', '12th', '17th', '12th', '19th', '4th', '11th']",128,2.0
c782fa4c,2,Bilal-Ouali,Algeria,1993,3,2,3,"['2nd', '14th', '7th']",8,0.0
c78b352d,3,Thierry-Correia,Portugal,1999,5,2,2,"['3rd', '4th', '9th', '13th', '9th', '7th']",64,1.0
c7944517,0,Ivan-Paurevic,Croatia,1991,10,5,5,"['18th', '17th', '6th', '12th', '12th', '5th', '7th', '6th', '14th', '10th', '15th']",183,12.0
c795c408,2,Jonathan-Panzo,England,2000,6,7,5,"['5th', '17th', '9th', '14th', '20th', '4th', '4th', '24th']",60,1.0
c7aee75b,1,Aiden-ONeill,Australia,1998,7,6,3,"['17th', '16th', '7th', '14th', '10th', '4th', '1st', '1st', '2nd']",114,5.0
c7afa124,2,Lloyd-Palun,Gabon,1988,13,5,4,"['17th', '13th', '4th', '17th', '11th', '5th', '19th', '1st', '15th', '8th', '9th', '12th', '9th']",238,7.0
c7b52b90,3,Julian-Cuesta,Spain,1991,10,4,4,"['9th', '19th', '18th', '15th', '6th', '5th', '5th', '3rd', '3rd', '8th']",148,0.0
c7d1536c,4,Diego-Novaretti,Argentina,1985,11,5,4,"['2nd', '10th', '11th', '6th', '9th', '3rd', '1st', '9th', '7th', '15th', '16th', '9th']",240,9.0
c7dc29ce,0,Florian-Fromlowitz,Germany,1986,8,5,3,"['16th', '13th', '11th', '15th', '4th', '10th', '16th', '9th']",97,0.0
c7df693b,1,Aiden-McGeady,Ireland,1986,19,7,4,"['1st', '2nd', '1st', '1st', '1st', '2nd', '2nd', '4th', '2nd', '4th', '6th', '5th', '11th', '11th', '6th', '11th', '24th', '5th', '22nd', '8th', '5th', '4th', '5th']",474,82.0
c7e84594,1,Andy-Keogh,Ireland,1986,18,10,6,"['17th', '2nd', '12th', '1st', '5th', '7th', '1st', '15th', '17th', '4th', '15th', '14th', '16th', '20th', '19th', '20th', '7th', '5th', '5th', '8th', '1st', '9th', '9th', '12th']",507,127.0
c7f24d4b,4,Luca-Crecco,Italy,1995,10,8,2,"['7th', '9th', '12th', '19th', '21st', '14th', '5th', '5th', '4th', '17th', '19th', '17th', '17th']",175,6.0
c7f8dc27,0,Josue,Brazil,1979,8,2,2,"['5th', '1st', '8th', '15th', '8th', '11th', '5th', '2nd']",200,3.0
c801616a,2,Thomas-Mangani,France,1987,15,5,3,"['11th', '8th', '18th', '8th', '11th', '18th', '4th', '14th', '3rd', '9th', '12th', '14th', '13th', '11th', '13th', '14th', '18th']",386,31.0
c803c92a,4,Felix-Correia,Portugal,2001,3,3,3,"['14th', '4th', '12th']",45,3.0
c8086ccb,2,Brice-Jovial,Guadeloupe,1984,6,3,3,"['5th', '8th', '7th', '9th', '19th', '7th']",129,37.0
c8090cb3,2,Theo-Valls,France,1995,9,2,4,"['13th', '14th', '6th', '2nd', '9th', '18th', '3rd', '6th', '2nd']",220,11.0
c818c4d9,3,Luca-Zidane,France,1998,6,4,2,"['3rd', '3rd', '22nd', '6th', '12th', '9th']",54,0.0
c81d773d,1,Tosin-Adarabioyo,England,1997,7,4,3,"['3rd', '2nd', '1st', '6th', '4th', '11th', '18th', '1st', '9th']",173,6.0
c827ff8e,2,Jussie,Brazil,1983,11,2,1,"['7th', '4th', '5th', '6th', '2nd', '1st', '6th', '7th', '5th', '7th', '7th', '11th']",266,45.0
c8355268,3,David-Concha,Spain,1996,6,6,4,"['19th', '10th', '6th', '20th', '7th', '3rd']",94,11.0
c8387671,1,Harvey-Elliott,England,2003,5,3,4,"['10th', '19th', '5th', '1st', '15th', '4th', '2nd', '10th']",78,10.0
c83c203f,4,Emil-Bohinen,Norway,1999,8,3,4,"['3rd', '14th', '9th', '14th', '8th', '8th', '6th', '5th', '17th']",90,10.0
c8404849,1,Jean-Beausejour,Chile,1984,14,6,4,"['10th', '11th', '5th', '5th', '18th', '4th', '15th', '18th', '5th', '1st', '2nd', '3rd', '3rd', '3rd', '14th', '3rd']",323,17.0
c840baa2,4,Andrea-Ghezzi,Italy,2001,2,1,2,"['19th', '7th']",11,0.0
c8456169,2,Luigi-Bruins,Netherlands,1987,15,4,4,"['16th', '6th', '7th', '4th', '10th', '1st', '18th', '4th', '17th', '15th', '15th', '12th', '11th', '16th', '7th', '9th']",327,42.0
c84c1afc,3,Imanol-Agirretxe,Spain,1987,13,2,2,"['14th', '16th', '14th', '19th', '4th', '6th', '1st', '15th', '12th', '4th', '7th', '12th', '9th', '12th']",254,71.0
c8504093,3,Helder-Postiga,Portugal,1982,18,11,6,"['2nd', '3rd', '1st', '14th', '2nd', '13th', '1st', '1st', '1st', '3rd', '2nd', '4th', '3rd', '4th', '16th', '20th', '9th', '8th', '16th', '2nd', '6th', '4th']",355,90.0
c862ecc5,3,Oscar-Serrano,Spain,1981,9,4,2,"['5th', '17th', '10th', '6th', '12th', '16th', '12th', '20th', '6th', '18th']",229,16.0
c8764028,3,Andres-Solano,Colombia,1998,3,2,2,"['2nd', '4th', '9th']",15,0.0
c878c4bf,1,Tony-Hibbert,England,1981,16,1,1,"['16th', '15th', '7th', '17th', '4th', '11th', '6th', '5th', '5th', '8th', '7th', '7th', '6th', '5th', '11th', '11th']",262,0.0
c886b062,0,Jefferson-Farfan,Peru,1984,17,4,4,"['1st', '1st', '1st', '1st', '8th', '2nd', '14th', '3rd', '4th', '3rd', '6th', '8th', '1st', '2nd', '2nd', '2nd', '4th']",352,120.0
c88d4ab4,0,Clemens-Walch,Austria,1987,9,6,3,"['10th', '6th', '7th', '18th', '9th', '6th', '6th', '6th', '7th', '10th', '12th']",197,24.0
c89e8aae,0,Pavao-Pervan,Austria,1987,7,3,1,"['10th', '4th', '6th', '7th', '4th', '12th', '13th']",63,0.0
c8a88acd,4,Silvio-Proto,Belgium,1983,16,6,5,"['8th', '7th', '1st', '1st', '13th', '1st', '3rd', '1st', '1st', '1st', '3rd', '2nd', '4th', '11th', '3rd', '8th', '4th']",428,1.0
c8aa95da,0,Fabian-Schar,Switzerland,1991,11,4,5,"['1st', '1st', '1st', '15th', '4th', '18th', '13th', '13th', '13th', '12th', '11th', '6th']",226,22.0
c8ad0857,4,Luka-Lochoshvili,Georgia,1998,3,2,2,"['7th', '4th', '7th', '19th']",59,2.0
c8b3a472,0,Nicolai-Rapp,Germany,1996,9,6,2,"['8th', '9th', '8th', '16th', '14th', '3rd', '11th', '5th', '7th', '2nd', '5th']",138,5.0
c8bfb695,4,Trent-Sainsbury,Australia,1992,14,7,6,"['2nd', '1st', '2nd', '3rd', '11th', '6th', '8th', '2nd', '7th', '12th', '9th', '2nd', '4th', '14th', '12th']",178,10.0
c8c02ac7,2,Mehdi-Zeffane,Algeria,1992,9,5,3,"['5th', '2nd', '8th', '9th', '5th', '10th', '15th', '8th', '20th', '8th']",95,2.0
c8c0dccd,4,Manolo-Portanova,Italy,2000,5,2,2,"['1st', '1st', '4th', '11th', '19th', '6th']",37,2.0
c8c36c4f,3,Alex-Rubio,Spain,1993,1,1,1,['9th'],2,0.0
c8c60119,2,Almamy-Toure,Mali,1996,9,2,2,"['3rd', '3rd', '1st', '2nd', '17th', '7th', '9th', '5th', '11th', '8th']",109,7.0
c8cfb04d,0,Georg-Teigl,Austria,1991,13,5,3,"['2nd', '1st', '2nd', '1st', '2nd', '5th', '2nd', '13th', '17th', '15th', '15th', '6th', '3rd', '5th']",219,15.0
c8d651c1,1,James-Weir,England,1995,5,5,5,"['5th', '6th', '23rd', '18th', '18th', '23rd', '11th']",33,0.0
c8d7131c,4,Ridgeciano-Haps,Suriname,1993,10,4,3,"['13th', '8th', '3rd', '4th', '6th', '4th', '3rd', '3rd', '5th', '3rd', '20th', '16th']",189,10.0
c8dcfee8,3,Mario-Bermejo,Spain,1978,14,9,2,"['17th', '2nd', '18th', '6th', '16th', '13th', '2nd', '22nd', '1st', '20th', '8th', '2nd', '17th', '9th']",361,90.0
c8e25f78,0,Gotoku-Sakai,Japan,1991,12,3,3,"['6th', '12th', '15th', '14th', '10th', '14th', '17th', '4th', '8th', '14th', '3rd', '10th']",315,5.0
c8e7f6f2,3,Guillermo-Mendez,Spain,1992,1,1,1,['10th'],1,0.0
c8e9b716,0,Max-Grun,Germany,1987,11,3,2,"['11th', '4th', '1st', '18th', '5th', '2nd', '8th', '16th', '16th', '4th', '8th']",90,0.0
c8fac933,1,Ryan-Mason,England,1991,7,6,3,"['15th', '21st', '24th', '16th', '8th', '5th', '3rd', '2nd', '18th']",139,14.0
c904f3d5,3,Ruben-Semedo,Portugal,1994,7,7,3,"['15th', '2nd', '3rd', '5th', '19th', '7th', '1st', '1st', '1st']",140,4.0
c906ce0f,3,Pepe,Portugal,1983,22,4,3,"['6th', '7th', '6th', '2nd', '1st', '1st', '1st', '2nd', '2nd', '2nd', '1st', '2nd', '3rd', '2nd', '2nd', '1st', '4th', '3rd', '2nd', '1st', '2nd', '1st', '2nd']",481,33.0
c908a1bc,1,Jayson-Molumby,Ireland,1999,6,4,4,"['15th', '3rd', '17th', '3rd', '8th', '13th', '16th', '9th', '10th', '10th', '22nd']",107,3.0
c90977db,3,Fabian-Orellana,Chile,1986,14,7,3,"['20th', '5th', '2nd', '15th', '17th', '9th', '8th', '6th', '13th', '12th', '4th', '9th', '12th', '14th', '19th', '1st', '7th']",377,62.0
c9112443,3,Cata-Diaz,Argentina,1979,11,4,4,"['11th', '14th', '17th', '6th', '16th', '11th', '3rd', '5th', '1st', '10th', '3rd']",289,5.0
c91441dc,1,Gavin-Bazunu,Ireland,2002,4,4,3,"['9th', '21st', '10th', '17th']",96,0.0
c9151d66,2,Hamza-Sakhi,Morocco,1996,8,4,2,"['19th', '3rd', '11th', '16th', '15th', '11th', '6th', '3rd', '16th']",185,20.0
c92c24f0,2,Maximiliano-Caufriez,Belgium,1997,8,4,4,"['12th', '13th', '14th', '10th', '16th', '17th', '15th', '9th', '10th', '3rd', '8th']",136,3.0
c92e1a31,1,Kelechi-Iheanacho,Nigeria,1996,8,2,2,"['4th', '3rd', '3rd', '9th', '9th', '5th', '5th', '8th', '20th']",176,39.0
c931d9f9,1,Daniel-James,Wales,1997,7,5,4,"['15th', '4th', '10th', '3rd', '2nd', '6th', '17th', '14th', '1st', '9th']",134,14.0
c93231dc,3,Anuar,Morocco,1995,7,2,3,"['16th', '7th', '5th', '16th', '13th', '4th', '2nd', '13th']",111,6.0
c951a6df,1,Isaac-Hayden,England,1995,7,2,2,"['4th', '1st', '10th', '13th', '13th', '12th', '11th']",169,7.0
c952f633,0,Ulisses-Garcia,Switzerland,1996,9,5,5,"['2nd', '17th', '13th', '17th', '8th', '18th', '11th', '2nd', '1st', '1st', '1st', '3rd', '1st']",135,8.0
c960cfdb,3,Juan-Brunet,Argentina,1998,2,2,2,"['16th', '9th']",2,0.0
c966fce1,3,Quique,Spain,1990,9,5,2,"['19th', '19th', '18th', '15th', '8th', '6th', '14th', '20th', '3rd', '9th']",245,58.0
c967f6b8,0,Hrvoje-Smolcic,Croatia,2000,5,2,2,"['2nd', '3rd', '3rd', '4th', '8th']",70,1.0
c96c500d,2,Christian-Kinkela,Democratic Republic of the Congo,1982,6,6,4,"['13th', '2nd', '16th', '15th', '19th', '18th', '20th', '1st']",157,22.0
c976160c,4,Mamadou-Coulibaly,Senegal,1999,7,7,2,"['20th', '17th', '12th', '19th', '18th', '13th', '14th', '2nd', '17th', '3rd']",105,10.0
c977ef13,2,Alexandre-Olliero,France,1996,8,3,2,"['14th', '7th', '15th', '9th', '12th', '13th', '14th', '10th', '16th']",84,0.0
c9880157,2,Kim-Kallstrom,Sweden,1982,18,7,4,"['13th', '1st', '1st', '9th', '4th', '7th', '1st', '1st', '3rd', '2nd', '3rd', '4th', '4th', '4th', '6th', '6th', '4th', '8th', '3rd']",492,80.0
c98a821e,3,Jose-Ariel-Nunez,Paraguay,1988,9,9,4,"['18th', '4th', '3rd', '1st', '8th', '10th', '3rd', '7th', '7th', '7th', '5th']",175,36.0
c997824a,2,Federico-Andrada,Argentina,1994,9,9,4,"['19th', '29th', '14th', '29th', '7th', '14th', '8th', '22nd', '13th', '4th', '14th']",127,16.0
c997b942,3,Roberto-Navarro,Spain,2002,3,2,2,"['5th', '20th', '6th', '6th']",34,1.0
c9ab6b68,0,Marlon-Frey,Germany,1996,8,5,4,"['3rd', '13th', '5th', '3rd', '10th', '15th', '15th', '15th', '11th']",138,2.0
c9bdc773,0,Denis-Streker,Germany,1991,4,4,3,"['16th', '16th', '6th', '7th', '20th']",85,2.0
c9c0913c,1,Fraser-Fyvie,Scotland,1993,11,7,3,"['9th', '9th', '9th', '18th', '23rd', '24th', '23rd', '2nd', '3rd', '1st', '3rd', '2nd', '8th']",158,8.0
c9c32262,4,Luca-Lezzerini,Italy,1995,9,4,2,"['4th', '5th', '8th', '14th', '15th', '15th', '11th', '5th', '20th', '4th']",97,0.0
c9cb972b,3,Jaume-Domenech,Spain,1990,8,1,1,"['12th', '12th', '4th', '4th', '9th', '13th', '9th', '7th']",76,0.0
c9cfd7e8,2,Yrondu-Musavu-King,Gabon,1992,7,6,4,"['4th', '13th', '15th', '13th', '5th', '19th', '6th']",45,2.0
c9e2ab00,2,Franco-Sosa,Argentina,1981,3,2,2,"['7th', '11th', '20th']",47,3.0
c9e39d91,3,Brais-Mendez,Spain,1997,6,2,1,"['13th', '17th', '17th', '8th', '11th', '6th']",161,25.0
c9e99e49,3,Dani-Alves,Brazil,1983,22,6,5,"['10th', '6th', '6th', '5th', '3rd', '5th', '1st', '1st', '1st', '2nd', '1st', '2nd', '1st', '1st', '1st', '1st', '1st', '6th', '4th', '13th', '2nd', '16th']",570,33.0
c9ee1793,3,Iker-Hernandez,Spain,1994,4,4,3,"['12th', '4th', '4th', '4th']",68,15.0
c9f49454,2,Rares-Ilie,Romania,2003,2,2,2,"['9th', '13th']",40,6.0
ca122e29,2,Adrien-Lebeau,France,1999,4,2,2,"['10th', '15th', '5th', '6th']",29,1.0
ca1e00e5,0,Heiko-Butscher,Germany,1980,10,3,2,"['1st', '8th', '5th', '1st', '14th', '9th', '12th', '2nd', '6th', '15th', '11th']",200,14.0
ca22ccb0,1,Hannibal-Mejbri,Tunisia,2003,4,2,4,"['2nd', '2nd', '8th', '6th', '6th', '16th']",45,5.0
ca241ad3,4,Djavan-Anderson,Netherlands,1995,10,9,5,"['14th', '3rd', '18th', '3rd', '7th', '16th', '4th', '6th', '16th', '18th', '20th', '4th']",104,4.0
ca2bc3df,1,Jose-Izquierdo,Colombia,1992,7,2,4,"['2nd', '1st', '2nd', '1st', '15th', '17th', '3rd', '16th', '9th', '2nd']",140,40.0
ca3db240,4,Gabriele-Zappa,Italy,1999,4,2,2,"['17th', '16th', '18th', '10th']",88,5.0
ca45605e,0,Patson-Daka,Zambia,1998,6,2,2,"['1st', '1st', '1st', '1st', '8th', '20th']",113,62.0
ca50fc0e,4,Gyorgy-Garics,Austria,1984,13,5,3,"['4th', '1st', '5th', '4th', '2nd', '8th', '11th', '18th', '16th', '9th', '13th', '19th', '4th', '14th']",304,5.0
ca56de6e,2,Alexis-Araujo,Portugal,1996,3,2,2,"['5th', '16th', '18th']",38,1.0
ca57c481,2,Julien-Cardy,France,1981,11,5,2,"['16th', '13th', '16th', '20th', '4th', '12th', '6th', '11th', '13th', '10th', '16th']",237,11.0
ca618d23,0,Lucas-Holer,Germany,1994,9,4,3,"['16th', '12th', '10th', '11th', '15th', '13th', '8th', '10th', '6th', '2nd', '7th']",254,58.0
ca695e60,4,Enis-Nadarevic,Bosnia and Herzegovina,1987,6,6,2,"['4th', '5th', '7th', '17th', '7th', '4th', '11th', '3rd', '8th']",141,10.0
ca6edaa0,3,Luka-Romero,Argentina,2004,4,2,3,"['19th', '2nd', '5th', '4th']",15,1.0
ca6f10e6,2,Fakhreddine-Ben-Youssef,Tunisia,1991,3,2,2,"['19th', '4th', '11th']",33,5.0
ca6f4846,0,Alexis-Tibidi,France,2003,2,3,2,"['15th', '5th', '12th']",33,9.0
ca8033cb,0,Lukas-Klostermann,Germany,1996,10,2,2,"['15th', '5th', '2nd', '2nd', '6th', '3rd', '3rd', '2nd', '4th', '11th']",183,12.0
ca8ea008,3,Diego-Barrios,Spain,1994,1,1,1,['17th'],1,0.0
ca8fa0c0,4,Luca-Falbo,Italy,2000,1,1,1,['4th'],1,0.0
ca9178af,1,Beni-Baningime,Democratic Republic of the Congo,1998,6,4,4,"['1st', '8th', '7th', '18th', '1st', '12th', '7th', '5th', '21st', '3rd']",85,2.0
caa05e8f,2,Andres-Escobar,Colombia,1991,9,9,5,"['14th', '6th', '1st', '4th', '7th', '16th', '2nd', '18th', '20th']",97,9.0
caa1a7f0,1,Michael-Obafemi,Ireland,2000,7,2,4,"['12th', '17th', '6th', '16th', '2nd', '11th', '11th', '13th', '15th', '15th', '6th']",97,26.0
caa384b1,2,Amin-Erbati,Morocco,1981,2,2,1,"['2nd', '20th']",12,0.0
caa7aaea,2,Yohann-Magnin,France,1997,5,1,2,"['10th', '5th', '2nd', '17th', '8th']",97,4.0
caaf2ed1,4,Maximilian-Ullmann,Austria,1996,6,3,3,"['4th', '2nd', '2nd', '2nd', '5th', '20th', '16th']",142,13.0
cab28bbe,4,Davide-Bertoncini,Italy,1991,5,4,2,"['2nd', '21st', '19th', '11th', '13th', '19th']",38,0.0
cabfd01c,3,Jeffrey-Sarpong,Netherlands,1988,12,8,5,"['4th', '2nd', '3rd', '13th', '15th', '12th', '13th', '17th', '15th', '16th', '9th', '16th', '12th']",193,14.0
cac2537b,3,Enis-Bardhi,Macedonia,1995,9,3,3,"['6th', '6th', '7th', '15th', '15th', '12th', '14th', '19th', '5th']",233,45.0
cac46faa,4,Riccardo-Taddei,Italy,1980,8,4,2,"['7th', '9th', '17th', '18th', '5th', '4th', '3rd', '19th', '20th']",83,12.0
cac55e10,0,Niclas-Thiede,Germany,1999,5,3,3,"['6th', '8th', '8th', '16th', '13th']",71,0.0
cac76a72,2,Stephane-Ruffier,France,1986,13,2,1,"['12th', '11th', '8th', '18th', '7th', '5th', '4th', '5th', '6th', '8th', '7th', '4th', '17th']",428,0.0
cacadf4f,3,Luis-Advincula,Peru,1990,11,8,7,"['16th', '14th', '11th', '12th', '9th', '2nd', '17th', '20th', '7th', '6th', '4th', '1st']",230,6.0
cad8afdf,0,Milorad-Pekovic,Montenegro,1977,11,4,3,"['11th', '15th', '11th', '16th', '4th', '2nd', '9th', '11th', '4th', '1st', '18th', '13th']",285,10.0
cadd666a,0,Dickson-Abiama,Nigeria,1998,3,1,2,"['2nd', '18th', '17th']",63,7.0
caeb5442,1,Steven-Gerrard,England,1980,19,2,2,"['7th', '4th', '3rd', '2nd', '5th', '4th', '5th', '3rd', '3rd', '4th', '2nd', '7th', '6th', '8th', '7th', '2nd', '6th', '9th', '6th']",538,125.0
